,artist_name,song_names,song_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1,Justin Bieber,Love Yourself,81,0.856,0.607,233720,0.376,0,4,0.285,-9.954,1,0.453,102.541,4,0.545
2,Justin Bieber,Sorry,80,0.0865,0.605,200787,0.768,0,0,0.308,-3.724,0,0.0476,100.209,4,0.414
3,Justin Bieber,Friends (with BloodPop®),76,0.00402,0.743,189467,0.733,0,8,0.304,-5.337,1,0.0375,104.977,4,0.622
4,Justin Bieber,What Do You Mean?,76,0.61,0.837,205680,0.571,0.000898,5,0.0849,-8.273,0,0.0922,125.034,4,0.801
5,Justin Bieber,Mistletoe,75,0.498,0.658,182947,0.56,0,6,0.0794,-9.049,0,0.0467,161.994,4,0.854
6,Justin Bieber,Baby,71,0.0544,0.656,214240,0.841,0,5,0.122,-5.183,0,0.232,65.024,4,0.522
7,Justin Bieber,Purpose,70,0.899,0.484,210160,0.285,0,0,0.121,-10.863,1,0.0397,126.749,4,0.302
8,Justin Bieber,Company,69,0.147,0.617,208120,0.8,0,4,0.0852,-5.024,0,0.0654,94.985,4,0.42
9,Justin Bieber,As Long As You Love Me,69,0.0807,0.571,229467,0.873,0,0,0.361,-3.382,0,0.0997,139.691,4,0.613
0,Kodak Black,ZEZE (feat. Travis Scott & Offset),92,0.0521,0.861,228760,0.603,0,8,0.0924,-5.788,0,0.176,98.043,4,0.504
1,Kodak Black,Wake Up in the Sky,79,0.00381,0.8,203161,0.578,0,4,0.367,-5.144,0,0.0485,143.01,4,0.367
2,Kodak Black,Calling My Spirit,83,0.0996,0.91,152000,0.366,0,1,0.261,-9.954,1,0.0941,119.985,4,0.74
3,Kodak Black,Roll In Peace (feat. XXXTENTACION),80,0.0306,0.747,213132,0.524,0,10,0.2,-6.807,0,0.245,140.053,4,0.363
4,Kodak Black,MoshPit (feat. Juice WRLD),79,0.394,0.769,164038,0.627,0,7,0.106,-4.064,1,0.262,157.938,4,0.49
5,Kodak Black,Drowning (feat. Kodak Black),79,0.501,0.839,209269,0.81,0,5,0.117,-5.274,0,0.0568,129.014,4,0.814
6,Kodak Black,Codeine Dreaming (feat. Lil Wayne),75,0.0652,0.736,264532,0.604,6.43e-05,1,0.124,-7.357,0,0.222,155.007,4,0.574
7,Kodak Black,Tunnel Vision,75,0.0576,0.497,268187,0.489,9.91e-05,11,0.122,-7.724,0,0.294,171.853,4,0.231
8,Kodak Black,Gnarly (feat. Lil Pump),74,0.469,0.764,186403,0.784,0,10,0.123,-4.003,0,0.0833,144.981,4,0.51
9,Kodak Black,Transportin',73,0.0319,0.804,169345,0.66,0,10,0.103,-4.86,0,0.0726,94.053,4,0.257
0,Jason Derulo,Goodbye (feat. Nicki Minaj & Willy William),81,0.0776,0.643,195419,0.904,0,0,0.189,-3.694,1,0.0739,103.028,4,0.481
1,Jason Derulo,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",80,0.165,0.792,201526,0.895,0,1,0.0501,-3.112,0,0.0589,94.968,4,0.794
2,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),79,0.075,0.696,216409,0.817,0,1,0.187,-3.862,1,0.109,98.064,4,0.782
3,Jason Derulo,Tip Toe (feat. French Montana),74,0.0233,0.845,187521,0.709,0,10,0.094,-4.547,0,0.0714,98.062,4,0.62
4,Jason Derulo,Want to Want Me,74,0.00906,0.775,207719,0.68,0,0,0.109,-5.508,0,0.0629,114.025,4,0.656
5,Jason Derulo,Whatcha Say,64,0.0444,0.615,221253,0.711,0,11,0.145,-5.507,1,0.0779,144.036,4,0.711
6,Jason Derulo,"Colors - Coca-Cola® Anthem, 2018 FIFA World CupTM",69,0.0278,0.707,187390,0.845,0,8,0.134,-3.478,1,0.201,120.125,4,0.507
7,Jason Derulo,In My Head,63,0.0266,0.762,199027,0.748,0,0,0.348,-4.15,0,0.033,110.009,4,0.851
8,Jason Derulo,It Girl,68,0.0165,0.668,192200,0.718,0,1,0.104,-4.736,0,0.0605,91.993,4,0.345
9,Jason Derulo,Make Up (feat. Ava Max),68,0.0601,0.782,160838,0.651,0,6,0.0907,-4.889,0,0.117,122.028,4,0.65
0,Metro Boomin,Space Cadet (feat. Gunna),86,0.368,0.901,203267,0.464,1.71e-05,5,0.238,-9.789,0,0.0645,109.004,4,0.638
1,Metro Boomin,Ric Flair Drip (& Metro Boomin),84,0.149,0.88,172800,0.428,5.07e-05,9,0.114,-8.28,1,0.206,100.007,4,0.333
2,Metro Boomin,10 Freaky Girls (with 21 Savage),83,0.588,0.81,208293,0.353,0,6,0.102,-9.931,0,0.31,88.031,4,0.0727
3,Metro Boomin,Don't Come Out The House (with 21 Savage),80,0.00661,0.87,168347,0.35,0.000483,1,0.108,-6.082,1,0.277,74.963,4,0.175
4,Metro Boomin,Overdue (with Travis Scott),74,0.733,0.638,166093,0.4,0.000133,11,0.334,-11.212,0,0.0425,150.133,4,0.495
5,Metro Boomin,Ghostface Killers,74,0.331,0.782,268933,0.436,1.3e-05,2,0.342,-7.033,1,0.155,82.994,4,0.243
6,Metro Boomin,X (feat. Future),74,0.373,0.835,258880,0.413,0.00133,1,0.101,-9.81,1,0.396,149.004,4,0.111
7,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),74,0.191,0.675,211920,0.23,0,1,0.104,-10.363,0,0.204,173.962,4,0.101
8,Metro Boomin,No Heart,72,0.136,0.906,235040,0.444,6.44e-05,4,0.173,-8.692,0,0.384,140.063,4,0.678
9,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",72,0.413,0.636,265120,0.501,0,11,0.339,-7.26,0,0.329,82.309,4,0.196
0,XXXTENTACION,SAD!,91,0.258,0.74,166606,0.613,0.00372,8,0.123,-4.88,1,0.145,75.023,4,0.473
1,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),90,0.0302,0.703,198903,0.723,2.06e-06,9,0.126,-5.45,0,0.0412,104.969,4,0.288
2,XXXTENTACION,Moonlight,90,0.556,0.921,135090,0.537,0.00404,9,0.102,-5.723,0,0.0804,128.009,4,0.711
3,XXXTENTACION,Jocelyn Flores,88,0.469,0.872,119133,0.391,4.13e-06,0,0.297,-9.144,0,0.242,134.021,4,0.437
4,XXXTENTACION,whoa (mind in awe),87,0.653,0.735,157777,0.525,0.918,6,0.101,-2.939,0,0.0441,160.147,4,0.369
5,XXXTENTACION,changes,86,0.883,0.669,121887,0.308,0,11,0.0984,-10.068,1,0.029,64.934,4,0.52
6,XXXTENTACION,Falling Down - Bonus Track,86,0.0175,0.669,196400,0.574,0.00294,4,0.146,-6.442,0,0.0286,120.013,4,0.273
7,XXXTENTACION,Fuck Love (feat. Trippie Redd),86,0.0172,0.797,146520,0.533,0.000152,0,0.103,-9.74,0,0.0412,131.036,4,0.329
8,XXXTENTACION,Everybody Dies In Their Nightmares,84,0.847,0.734,95467,0.57,2.14e-05,7,0.112,-7.066,0,0.133,129.953,4,0.689
9,XXXTENTACION,BAD!,79,0.0643,0.78,94246,0.492,0.0313,5,0.174,-3.4,0,0.0671,143.983,4,0.374
0,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,79,0.0168,0.713,332301,0.831,0,1,0.118,-4.75,0,0.15,173.948,4,0.584
1,Rae Sremmurd,Guatemala - From Swaecation,77,0.185,0.849,256341,0.699,0.00118,4,0.0954,-5.193,0,0.0574,100.989,4,0.0778
2,Rae Sremmurd,Black Beatles,76,0.142,0.794,291893,0.632,0,0,0.128,-6.163,1,0.0649,145.926,4,0.355
3,Rae Sremmurd,Swang,75,0.2,0.681,208120,0.314,9.82e-06,8,0.1,-9.319,1,0.0581,139.992,4,0.166
4,Rae Sremmurd,Come Get Her,74,0.184,0.687,212947,0.563,0,2,0.0681,-6.214,1,0.163,185.056,4,0.112
5,Rae Sremmurd,No Type,74,0.013,0.888,200080,0.483,4.85e-06,6,0.0926,-7.797,1,0.154,125.008,4,0.226
6,Rae Sremmurd,Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),71,0.128,0.871,273087,0.552,0,4,0.272,-4.953,0,0.0509,141.973,4,0.27
7,Rae Sremmurd,This Could Be Us,70,0.275,0.718,206307,0.692,0,5,0.118,-5.06,0,0.148,142.992,4,0.721
8,Rae Sremmurd,CLOSE (feat. Travis Scott) - From SR3MM,68,0.104,0.691,193510,0.736,0,0,0.111,-4.993,1,0.0321,140.034,4,0.0395
9,Rae Sremmurd,Perplexing Pegasus - From SR3MM,67,0.000692,0.899,204787,0.448,2.36e-05,1,0.365,-8.789,1,0.0738,145.975,4,0.302
0,Charlie Puth,Attention,81,0.109,0.775,208787,0.613,2.33e-05,3,0.134,-4.586,0,0.0542,100.066,4,0.797
1,Charlie Puth,See You Again (feat. Charlie Puth),78,0.369,0.689,229526,0.481,1.03e-06,10,0.0649,-7.503,1,0.0815,80.025,4,0.283
2,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),70,0.621,0.728,217707,0.563,0,1,0.179,-8.053,0,0.134,100.017,4,0.352
3,Charlie Puth,How Long,77,0.211,0.845,200853,0.561,3.49e-06,1,0.0383,-5.253,0,0.0778,109.974,4,0.811
4,Charlie Puth,The Way I Am,74,0.314,0.755,186080,0.769,2.38e-06,10,0.0628,-5.658,0,0.186,114.966,4,0.642
5,Charlie Puth,Done for Me (feat. Kehlani),74,0.193,0.856,180493,0.632,0,6,0.0688,-3.692,0,0.074,112.009,4,0.697
6,Charlie Puth,Patient,73,0.752,0.675,190533,0.604,0,1,0.111,-6.266,1,0.193,168.034,4,0.456
7,Charlie Puth,Marvin Gaye (feat. Meghan Trainor),53,0.417,0.795,190453,0.616,0,1,0.349,-5.281,0,0.06,110.015,4,0.815
8,Charlie Puth,One Call Away,67,0.403,0.667,194453,0.613,0,1,0.115,-5.353,1,0.0344,91.024,4,0.47
9,Charlie Puth,Dangerously,61,0.364,0.696,199133,0.517,0,2,0.197,-8.379,0,0.0366,112.291,3,0.23
0,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),85,0.0609,0.85,205040,0.569,0.0816,5,0.1,-8.152,0,0.136,80.02,4,0.294
1,A$AP Rocky,PICK IT UP (feat. A$AP Rocky),71,0.0149,0.921,191252,0.467,0.000238,1,0.334,-8.443,1,0.119,135.995,4,0.287
2,A$AP Rocky,Sundress,76,0.176,0.721,158206,0.704,3.71e-06,6,0.143,-6.364,1,0.0606,125.004,4,0.735
3,A$AP Rocky,Potato Salad,74,0.308,0.538,182493,0.612,0,2,0.213,-6.02,1,0.424,168.197,4,0.684
4,A$AP Rocky,L$D,73,0.193,0.598,238307,0.252,0.138,2,0.0992,-15.086,1,0.0647,120.06,4,0.0352
5,A$AP Rocky,"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",73,0.17,0.545,131674,0.975,0,10,0.145,-3.193,0,0.454,123.906,5,0.609
6,A$AP Rocky,Everyday,73,0.0101,0.394,260987,0.661,0,4,0.343,-8.684,1,0.193,149.822,4,0.335
7,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",67,0.024,0.852,233787,0.693,0,1,0.11,-6.87,1,0.274,95.967,4,0.66
8,A$AP Rocky,Fukk Sleep,72,0.443,0.793,192973,0.412,7.43e-05,2,0.219,-9.305,1,0.364,135.937,4,0.307
9,A$AP Rocky,A$AP Forever,71,0.224,0.469,233061,0.78,0,10,0.13,-6.49,0,0.122,125.999,4,0.444
0,Sebastian Yatra,Ya No Tiene Novio,86,0.048,0.632,198933,0.832,0,7,0.0705,-1.948,0,0.154,182.184,4,0.784
1,Sebastian Yatra,Un Año,84,0.148,0.771,164440,0.382,0,1,0.104,-6.808,0,0.0514,94.931,4,0.535
2,Sebastian Yatra,Vuelve,77,0.559,0.716,224013,0.474,0,11,0.135,-6.714,1,0.052,77.811,4,0.302
3,Sebastian Yatra,Robarte un Beso,77,0.0826,0.742,194742,0.858,0,10,0.364,-4.946,1,0.0483,95.049,4,0.64
4,Sebastian Yatra,No Hay Nadie Más,76,0.861,0.695,199733,0.379,0,6,0.106,-9.096,1,0.0339,105.108,4,0.808
5,Sebastian Yatra,Por Perro,72,0.429,0.684,245440,0.762,0,0,0.0852,-5.18,1,0.0501,172.009,4,0.892
6,Sebastian Yatra,A Partir De Hoy,75,0.186,0.652,196803,0.857,0,6,0.377,-5.044,1,0.0676,163.963,4,0.504
7,Sebastian Yatra,Contigo Siempre,74,0.0418,0.661,201440,0.503,0,7,0.0978,-8.508,1,0.0414,145.945,4,0.731
8,Sebastian Yatra,Ni Gucci Ni Prada - Remix,73,0.245,0.81,212693,0.756,0,2,0.358,-6.07,1,0.0969,105.005,4,0.919
9,Sebastian Yatra,Suena El Dembow,73,0.174,0.695,195813,0.856,0,0,0.116,-4.446,1,0.0547,91.911,4,0.728
0,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",73,0.0106,0.669,237547,0.832,0,0,0.0968,-5.72,1,0.0682,113.035,4,0.7
1,Justin Timberlake,Say Something,76,0.103,0.707,278893,0.632,1.09e-05,10,0.0841,-7.031,1,0.0789,97.04,4,0.372
2,Justin Timberlake,Cry Me a River,75,0.575,0.624,288333,0.653,0,8,0.104,-6.582,0,0.176,73.884,4,0.565
3,Justin Timberlake,Mirrors,74,0.234,0.574,484147,0.512,0,5,0.0946,-6.664,0,0.0503,76.899,4,0.512
4,Justin Timberlake,Rock Your Body,72,0.202,0.891,267267,0.714,0.000234,4,0.0521,-6.055,0,0.14,100.972,4,0.818
5,Justin Timberlake,Love Never Felt so Good,70,0.132,0.775,246027,0.719,1.79e-06,7,0.0662,-6.212,0,0.0435,117.513,4,0.712
6,Justin Timberlake,My Love (feat. T.I.),70,0.277,0.772,276160,0.68,1.17e-05,11,0.682,-5.881,0,0.224,119.953,4,0.807
7,Justin Timberlake,What Goes Around.../...Comes Around (Interlude),70,0.131,0.685,448533,0.723,0.000935,7,0.592,-4.791,1,0.176,75.995,4,0.385
8,Justin Timberlake,Señorita,66,0.0729,0.841,294867,0.629,0,1,0.0742,-5.351,1,0.0442,97.963,4,0.87
9,Justin Timberlake,SexyBack (feat. Timbaland),59,0.0679,0.967,242800,0.599,0,7,0.0526,-5.659,0,0.0706,117.001,4,0.964
0,Michael Jackson,Billie Jean,81,0.0236,0.92,293827,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847
1,Michael Jackson,Don’t Matter To Me (with Michael Jackson),80,0.493,0.826,245787,0.318,0.0131,10,0.11,-12.391,1,0.0574,103.002,4,0.138
2,Michael Jackson,Beat It - Single Version,76,0.0491,0.779,258040,0.867,7.98e-06,3,0.197,-3.704,0,0.0457,138.858,4,0.915
3,Michael Jackson,Smooth Criminal - 2012 Remaster,75,0.247,0.853,257760,0.981,0.468,8,0.306,-3.947,1,0.0751,118.193,4,0.595
4,Michael Jackson,Don't Stop 'Til You Get Enough - Single Version,74,0.126,0.878,365467,0.821,0.0461,11,0.183,-9.875,1,0.089,118.881,4,0.947
5,Michael Jackson,Rock with You - Single Version,73,0.179,0.808,220627,0.535,9.91e-05,1,0.158,-12.521,1,0.0353,114.031,4,0.848
6,Michael Jackson,The Way You Make Me Feel - 2012 Remaster,71,0.0544,0.877,298120,0.854,5.5e-05,1,0.144,-4.523,1,0.147,114.472,4,0.54
7,Michael Jackson,Love Never Felt so Good,70,0.132,0.775,246027,0.719,1.79e-06,7,0.0662,-6.212,0,0.0435,117.513,4,0.712
8,Michael Jackson,P.Y.T. (Pretty Young Thing),70,0.23,0.888,238733,0.815,0.000424,11,0.127,-4.909,0,0.0404,127.273,4,0.961
9,Michael Jackson,Remember the Time,70,0.153,0.831,239227,0.921,0.00213,5,0.305,-2.383,0,0.0581,108.002,4,0.794
0,21 Savage,a lot,90,0.0395,0.837,288624,0.636,0.00125,1,0.342,-7.643,1,0.086,145.972,4,0.274
1,21 Savage,monster,85,0.158,0.89,233040,0.607,0.000228,9,0.118,-6.916,0,0.124,134.022,4,0.224
2,21 Savage,Bank Account,82,0.0151,0.884,220307,0.346,7.04e-06,8,0.0871,-8.228,0,0.351,75.016,4,0.376
3,21 Savage,all my friends,81,0.171,0.713,211785,0.62,1.16e-06,0,0.118,-4.513,1,0.0422,130.09,4,0.206
4,21 Savage,can't leave without it,79,0.111,0.872,205352,0.591,0,6,0.144,-6.952,0,0.359,131.982,4,0.696
5,21 Savage,1.5,76,0.000244,0.885,148656,0.52,1.16e-06,1,0.454,-8.353,1,0.359,84.022,4,0.306
6,21 Savage,Bartier Cardi (feat. 21 Savage),76,0.00111,0.908,224285,0.524,0.000678,1,0.383,-7.955,1,0.181,138.015,4,0.109
7,21 Savage,ball w/o you,75,0.0467,0.892,195047,0.633,0.000189,8,0.139,-7.471,1,0.0902,137.994,4,0.459
8,21 Savage,asmr,75,0.0399,0.84,171714,0.543,0,1,0.117,-7.738,1,0.476,170.067,4,0.161
9,21 Savage,Ghostface Killers,74,0.331,0.782,268933,0.436,1.3e-05,2,0.342,-7.033,1,0.155,82.994,4,0.243
0,Wiz Khalifa,See You Again (feat. Charlie Puth),78,0.369,0.689,229526,0.481,1.03e-06,10,0.0649,-7.503,1,0.0815,80.025,4,0.283
1,Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),78,0.307,0.877,226743,0.477,0,9,0.0929,-7.379,0,0.0587,127.023,4,0.552
2,Wiz Khalifa,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",77,0.255,0.502,243491,0.786,0,9,0.65,-4.378,0,0.317,169.021,4,0.739
3,Wiz Khalifa,"Young, Wild & Free (feat. Bruno Mars)",60,0.0897,0.553,207347,0.652,0,0,0.111,-6.685,1,0.206,94.505,4,0.551
4,Wiz Khalifa,Fr Fr (feat. Lil Skies),74,0.12,0.916,195591,0.493,2.63e-06,1,0.211,-7.371,0,0.162,140.057,4,0.327
5,Wiz Khalifa,Black and Yellow,72,0.0646,0.684,217667,0.834,0,2,0.271,-4.524,0,0.0675,164.02,4,0.538
6,Wiz Khalifa,Alright (feat. Trippie Redd & Preme),70,0.00988,0.708,177865,0.661,0,6,0.135,-5.028,0,0.11,155.962,4,0.293
7,Wiz Khalifa,So High (feat. Ghost Loft),67,0.118,0.628,249288,0.629,0,6,0.102,-4.829,0,0.0485,157.99,4,0.3
8,Wiz Khalifa,We Dem Boyz,67,0.00689,0.717,224933,0.862,0,8,0.321,-4.736,1,0.054,130.021,4,0.52
9,Wiz Khalifa,Real Rich (feat. Gucci Mane),67,0.0353,0.947,124526,0.441,0,2,0.111,-9.311,1,0.135,125.01,4,0.275
0,Zedd,The Middle,86,0.171,0.753,184732,0.657,0,7,0.112,-3.061,1,0.0449,107.01,4,0.437
1,Zedd,Happy Now,83,0.579,0.503,207030,0.741,1.49e-06,4,0.0712,-5.128,1,0.047,88.335,3,0.458
2,Zedd,Lost In Japan - Remix,82,0.0882,0.694,201253,0.852,0,7,0.334,-5.34,0,0.257,107.178,4,0.377
3,Zedd,Stay (with Alessia Cara),80,0.253,0.69,210091,0.622,0,5,0.116,-5.025,0,0.0622,102.04,4,0.544
4,Zedd,Clarity,71,0.0398,0.509,271427,0.781,0,8,0.0749,-3.48,1,0.072,128.0,4,0.176
5,Zedd,Beautiful Now,69,0.0079,0.628,218293,0.833,1.48e-05,11,0.074,-4.126,0,0.0282,128.003,4,0.56
6,Zedd,Get Low (with Liam Payne),67,0.027,0.718,204583,0.926,1.76e-05,1,0.0513,-3.511,1,0.0494,108.018,4,0.54
7,Zedd,I Want You To Know,66,0.00537,0.58,240000,0.846,6.62e-06,9,0.145,-2.876,0,0.0573,129.998,4,0.366
8,Zedd,Happy Now - Acoustic,62,0.882,0.555,152000,0.334,0,4,0.127,-6.763,1,0.0701,80.683,4,0.548
9,Zedd,Spectrum,62,0.0137,0.609,243413,0.801,0.00349,0,0.127,-4.417,0,0.034,129.99,4,0.407
0,Ty Dolla $ign,Nights Like This (feat. Ty Dolla $ign),88,0.367,0.61,201788,0.725,0,8,0.154,-5.131,1,0.15,146.163,4,0.291
1,Ty Dolla $ign,OTW,82,0.183,0.652,263014,0.678,3.26e-05,2,0.106,-6.183,1,0.0541,72.989,4,0.28
2,Ty Dolla $ign,Scared of the Dark (feat. XXXTENTACION),79,0.0468,0.443,233000,0.623,0,0,0.247,-6.717,0,0.0718,79.365,4,0.156
3,Ty Dolla $ign,Swalla (feat. Nicki Minaj & Ty Dolla $ign),79,0.075,0.696,216409,0.817,0,1,0.187,-3.862,1,0.109,98.064,4,0.782
4,Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",76,0.22,0.805,242983,0.33,0,1,0.105,-8.712,0,0.1,121.97,4,0.211
5,Ty Dolla $ign,The Light,58,0.0138,0.855,180027,0.497,4.43e-05,11,0.0294,-7.723,0,0.254,93.029,4,0.626
6,Ty Dolla $ign,Love U Better (feat. Lil Wayne & The-Dream),69,0.0802,0.645,181880,0.541,0,10,0.325,-6.312,0,0.0385,95.061,4,0.411
7,Ty Dolla $ign,Movin’ Up,69,0.197,0.938,167298,0.377,3.05e-05,0,0.178,-6.253,1,0.127,108.985,4,0.598
8,Ty Dolla $ign,Clout (feat. 21 Savage),69,0.136,0.88,200373,0.728,5.42e-05,10,0.337,-6.939,0,0.205,160.976,4,0.715
9,Ty Dolla $ign,Bad Bitch (feat. Ty Dolla $ign),68,0.0283,0.656,197253,0.615,0,5,0.234,-6.252,1,0.0539,139.91,4,0.366
0,Luis Fonsi,Imposible,69,0.127,0.783,164533,0.738,0,11,0.127,-4.078,1,0.0741,90.976,4,0.925
1,Luis Fonsi,Despacito - Remix,80,0.228,0.653,228827,0.816,0,2,0.0967,-4.353,1,0.167,178.086,4,0.816
2,Luis Fonsi,Échame La Culpa,69,0.0391,0.733,173800,0.897,0,0,0.117,-3.652,1,0.0389,96.006,4,0.649
3,Luis Fonsi,Baby (feat. MARINA & Luis Fonsi),68,0.356,0.755,205440,0.74,1.05e-05,0,0.0994,-5.354,0,0.04,116.946,4,0.33
4,Luis Fonsi,Calypso,58,0.158,0.863,200973,0.84,0,1,0.368,-3.7,0,0.0587,109.977,4,0.934
5,Luis Fonsi,Sola,65,0.509,0.737,205053,0.525,0,6,0.0608,-6.677,0,0.25,127.97,3,0.483
6,Luis Fonsi,Despacito,69,0.198,0.655,229360,0.797,0,2,0.067,-4.787,1,0.153,177.928,4,0.839
7,Luis Fonsi,Sigamos Bailando,68,0.0297,0.724,189160,0.865,0,4,0.0499,-2.945,0,0.0376,108.03,4,0.594
8,Luis Fonsi,Apaga La Luz,67,0.135,0.809,212307,0.79,0,8,0.323,-4.534,1,0.0602,106.93,4,0.791
9,Luis Fonsi,El Ultimo Adiós - Varios Artistas Version,66,0.641,0.276,237467,0.572,0,1,0.2,-7.818,1,0.0377,77.986,4,0.285
